project_name,artist,year,rating,tags
écailles de lune,alcest,2010,7,"shoegaze, atmospheric black metal, blackgaze, 2010, post-rock"
epic,sharon van etten,2010,7,"2010, folk, folk rock, best of 2010, 2010s"
where i'm going,cut copy,-1,6,indie
mercy street,fever ray,2010,5,"2010, feverray, electronic, albums I own, cover"
sports,weekend,1991,8,"2010, post-punk, shoegaze, my gang 10, shoegaze 2010"
section.80,kendrick lamar,2011,8,"2011, Hip-Hop, jazz rap, Conscious Hip Hop, west coast hip hop"
goblin,"tyler, the creator",2011,4,"2011, rap, alternative hip-hop, Hip-Hop, Horrorcore"
camp,childish gambino,2011,2,"2011, Hip-Hop, rap, albums I own, childish gambino"
knife man,andrew jackson jihad,2011,8,"2011, folk punk, rock, punk, folk"
house of balloons,the weeknd,2011,3,"2011, rnb, r&b, electronic, soul"
hell: the sequel,bad meets evil,2011,6,"2011, detroit, albums I own, favorite albums, Michigan"
take care,drake,2011,6,"Drake, 2011, hip hop, Hip-Hop, rap"
ambition,wale,2011,4,"hip hop, 2011, favourite albums, rick ross, iris"
fallen,burzum,2011,6,"black metal, atmospheric black metal, 2011, Norwegian Black Metal, albums I own"
the english riviera,metronomy,2011,7,"2011, indie pop, best of 2011, electropop, indietronica"
the spits,the spits,2002,2,"punk, 2003, ep, WFMU Heavily Played Records"
tha carter iv,lil wayne,2011,3,"Hip-Hop, rap, hip-hop/rap, carter 4, Lil Wayne"
what did you expect from the vaccines?,the vaccines,2011,6,"2011, albums I own, indie rock, indie, rock"
spiritual state,nujabes,2011,6,"2011, Hip-Hop, jazz, downtempo, japanese"
bon iver,bon iver,2011,6,"2011, best of 2011, folk, albums I own, indie folk"
exmilitary,death grips,2015,8,"2011, Hip-Hop, experimental, experimental hip-hop, hardcore hip hop"
space is only noise,nicolas jaar,2011,8,"2011, electronic, electronica, minimal, ambient"
kaputt,destroyer,2011,9,"2011, best of 2011, Sophisti-Pop, soft rock, indie pop"
angles,the strokes,2011,7,"2011, indie rock, albums I own, indie, Garage Rock"
"audio, video, disco",justice,2011,5,"2011, electronic, electronica, french, alternative"
"father, son, holy ghost",girls,2011,7,"2011, best of 2011, indie rock, Lo-Fi, vinyl"
looping state of mind,the field,2011,7,"2011, electronic, chillout, electronica, minimal techno"
i'm with you,red hot chili peppers,2011,5,"2011, alternative rock, Funk Rock, rock, albums I own"
"hurry up, we're dreaming",m83,2011,4,"2011, dream pop, electronic, shoegaze, synthpop"
lasers,lupe fiasco,2011,3,"2011, Hip-Hop, hip hop, 2010s, Lupe Fiasco"
cursed,rotten sound,2014,5,"grindcore, 2011, albums I own, deathgrind, best of 2011"
"hardcore will never die, but you will",mogwai,2011,8,"post-rock, 2011, instrumental, albums I own, alternative"
celestial lineage,wolves in the throne room,2011,6,"atmospheric black metal, black metal, 2011, Post-Black Metal, 2010s"
zonoscope,cut copy,2011,5,"2011, electronic, electropop, alternative dance, indie"
el camino,the black keys,2011,2,"2011, blues rock, albums I own, Garage Rock, rock"
giles corey,giles corey,2015,8,"slowcore, dark folk, singer-songwriter, 2011, folk"
james blake,james blake,2011,7,"2011, electronic, dubstep, best of 2011, downtempo"
cults,cults,2011,4,"2011, indie pop, best of 2011, indie, pop"
nine types of light,tv on the radio,2011,6,"2011, best of 2011, indie, indie rock, alternative"
shaolin vs. wu-tang,raekwon,2011,5,"2011, Hip-Hop, rap, Wu Tang"
shaolin vs. wu-tang,raekwon,2011,5,"2011, Hip-Hop, rap, Wu Tang"
when fish ride bicycles,the cool kids,2011,4,"Hip-Hop, rap, 2011, alternative hip-hop"
wasting light,foo fighters,2011,6,"albums I own, 2011, alternative rock, rock, post-grunge"
radioactive,yelawolf,2011,5,"rap, 2011, Hip-Hop, underground hip-hop, Gangsta Rap"
bad vibes,shlohmo,2011,7,"2011, ambient, idm, wonky, downtempo"
king krule,king krule,2011,7,"chillout, experimental, dub, blues, psychedelic"
vicki leekx,m.i.a.,2013,6,"2010, Hip-Hop, electronic, electropop, rap"
ritual,white lies,2011,4,"2011, post-punk, indie, albums I own, synthpop"
"different gear, still speeding",beady eye,2011,3,"2011, rock, british, alternative rock, indie rock"
all eternals deck,the mountain goats,2011,8,"best of 2011, folk, 2011, indie, folk rock"
the golden age of apocalypse,thundercat,2011,8,"2011, brainfeeder, electronic, jazz, soul"
severant,kuedo,2011,2,"electronic, 2011, ambient, experimental, planet mu"
red barked tree,wire,2011,5,"2011, post-punk, british, 2010, rock"
"thank you, happy birthday",cage the elephant,2011,5,"2011, rock, alternative, alternative rock, indie rock"
under cover of darkness,the strokes,2011,8,"cover, 2011, The Strokes, lets dance, darkness"
returnof4eva,big k.r.i.t.,2021,9,"2011, chill, rap, favourite, struggle"
codes and keys,death cab for cutie,2011,7,"2011, indie, indie rock, albums I own, alternative"
yonkers,"tyler, the creator",2011,7,"XL, Hip-Hop, tyler the creator"
livelovea$ap,asap rocky,2011,8,"2011, hip hop, favourite albums, best of 2011, album of the month"
strange mercy,st. vincent,2011,8,"2011, art pop, indie pop, indie rock, art rock"
replica,oneohtrix point never,2011,8,"ambient, 2011, plunderphonics, electronic, vaporwave"
blue slide park,mac miller,2011,5,"2011, rap, poop, mac miller, pop"
in the mountain in the cloud,portugal. the man,2011,6,"2011, indie rock, Psychedelic Rock, art rock, chamber pop"
civilization,justice,2011,6,"electronic, alternative, Awesome, Energetic, avant garde"
elmatic,elzhi,2011,8,"hip hop, boom bap, Conscious Rap, 2 stars and a half"
self-titled,unknown mortal orchestra,2011,5,"2011, indie rock, best of 2011, indie, indie pop"
suck it and see,arctic monkeys,2011,5,"2011, albums I own, indie rock, rock, indie"
xxx,danny brown,2012,8,"2011, hardcore hip hop, experimental hip hop, Hip-Hop, hip hop"
underneath the pine,toro y moi,2011,6,"2011, indie pop, psychedelic, chillwave, best of 2011"
glimmer,jacaszek,2011,2,"2011, 10s, lp, zima, kawa zbozowa i relanium"
aesthethica,liturgy,2011,8,"2011, black metal, metal, math rock, experimental"
sam baker's album,samiyam,2013,5,"2011, instrumental, downtempo, beats, brainfeeder"
the rip tide,beirut,2011,6,"2011, indie, albums I own, folk, indie folk"
the king is dead,the decemberists,2011,4,"2011, indie, folk rock, albums I own, indie folk"
bbng,badbadnotgood,2017,8,"jazz, 2011, Hip-Hop, trip-hop, experimental"
showroom of compassion,cake,2011,7,"2011, alternative rock, rock, pop, alternative"
david comes to life,fucked up,2011,5,"rock opera, 2011, hardcore, albums I own, perfect"
wildlife,la dispute,2011,2,"post-hardcore, screamo, emo, 2011, post-darling-core"
new brigade,iceage,2011,8,"2011, noise rock, post-punk, punk, danish"
skying,the horrors,2011,7,"shoegaze, 2011, new wave, best of 2011, albums I own"
honkey kong,apathy,2011,7,"2011, Hip-Hop, rap, underground hip-hop, East Coast"
helplessness blues,fleet foxes,2011,9,"2011, folk, best of 2011, indie, indie folk"
slave ambient,the war on drugs,2011,6,"2011, indie rock, best of 2011, albums I own, folk rock"
blood pressures,the kills,2011,4,"2011, albums I own, Garage Rock, indie, indie rock"
wildlife,la dispute,2011,2,"post-hardcore, screamo, emo, 2011, post-darling-core"
self-titled,all pigs must die,2010,7,"hardcore, 2010, hardcore punk, metalcore, Crust"
the king is dead,the decemberists,2011,4,"2011, indie, folk rock, albums I own, indie folk"
new history warfare vol. 2: judges,colin stetson,2011,8,"2011, Avant-Garde, experimental, jazz, Avant-Garde Jazz"
tomboy,panda bear,2011,5,"2011, best of 2011, electronic, albums I own, experimental"
helplessness blues,fleet foxes,2011,9,"2011, folk, best of 2011, indie, indie folk"
let england shake,pj harvey,2011,8,"2011, alternative, best of 2011, political, albums I own"
darker handcraft,trap them,2011,7,"2011, crust punk, hardcore, Crust, best of 2011"
bad as me,tom waits,2011,7,"2011, best of 2011, albums I own, alternative rock, 10s"
aesthethica,liturgy,2011,8,"2011, black metal, metal, math rock, experimental"
hot sauce committee part two,beastie boys,2011,9,"Hip-Hop, 2011, hip hop, rap, albums I own"
howl of the lonely crowd,comet gain,2009,7,"revolution, indie pop, indie rock, Energetic, Searching"
isam,amon tobin,2011,7,"experimental, electronic, dubstep, 2011, noise"
50 words for snow,kate bush,2011,7,"2011, art pop, alternative, ambient pop, winter"
the rip tide,beirut,2011,6,"2011, indie, albums I own, folk, indie folk"
the lack long after,pianos become the teeth,2011,6,"post-hardcore, emo, post-rock, screamo, indie"
outer isolation,vektor,2011,2,"Technical Thrash Metal, progressive thrash metal, thrash metal, 2011, metal"
time is up,havok,2011,8,"thrash metal, 2011, NWOTHM, speed metal, american"
tripper,hella,2011,6,"math rock, rock, 2011, noise rock, guitar"
sun and shade,woods,2011,5,"2011, folk, Surf, psychedelic, freak folk"
self-titled,yuck,2011,5,"2011, best of 2011, indie rock, indie, rock"
v,vreid,2012,6,"2011, black metal, melodic black metal, 2010s, Norwegian Black Metal"
gloss drop,battles,2011,9,"math rock, 2011, Experimental Rock, albums I own, instrumental"
oneirology,cunninlynguists,2011,8,"2011, underground hip-hop, alternative hip-hop, rap, Hip-Hop"
sbtrkt,sbtrkt,2011,8,"2011, dubstep, future garage, best of 2011, post-dubstep"
metals,feist,2011,4,"2011, female vocalists, best of 2011, indie, indie pop"
mosaik,siriusmo,2011,7,"2011, electronic, fav2011, French-influenced"
go tell fire to the mountain,wu lyf,2011,5,"2011, indie rock, Playlist, best of 2011, indie"
humor risk,cass mccombs,2011,6,"2011, domino"
blue suicide,coma cinema,2011,7,"indie pop, 2011, electronic, indie, alternative"
simple math,manchester orchestra,2011,4,"rock, alternative, 2011, electronica, indie"
conjure and command,toxic holocaust,2011,8,"thrash metal, blackened thrash metal, 2011, black metal, thrash"
join us,they might be giants,2011,5,"albums I own, good"
"ravedeath, 1972",tim hecker,2011,8,"ambient, drone, 2011, experimental, noise"
abhorrent evolution,oblivionized,2017,2,"grindcore, deathgrind, death metal, death grind, Technical Death Metal"
opus eponymous,ghost,2010,8,"heavy metal, 2010, hard rock, doom metal, occult rock"
belong,the pains of being pure at heart,2011,8,"2011, best of 2011, indie pop, shoegaze, dream pop"
rules,civil civic,2011,2,"noise, experimental, noise rock, melancholic, 2011"
crazy clown time,david lynch,2011,5,"2011, experimental, electronic, alternative, favorite albums"
creep on creepin' on,timber timbre,2011,8,"2011, best of 2011, folk, indie pop, dark"
self-titled,wild flag,2011,7,"2011, indie rock, female vocalists, portland, best of 2011"
blackenedwhite,mellowhype,2011,6,"2010, Hip-Hop, 10s, hip hop, west coast hip-hop"
radiant door,crystal stilts,2011,6,"2011, sacred bones records, WFMU Heavily Played Records"
black up,shabazz palaces,2011,8,"2011, experimental hip-hop, Hip-Hop, albums I own, best of 2011"
kills,jj,2009,3,"2010, Hip-Hop, swedish, mixtape, cover"
live music,the strange boys,2011,7,"favorite albums, 2011, Rough Trade, My Vinyl Collection"
denton after sunset,teenage cool kids,2011,2,000
the hunter,mastodon,2011,5,"Progressive metal, 2011, sludge metal, albums I own, metal"
holy ghost!,holy ghost!,2011,8,"2011, electropop, Disco, synthpop, best of 2011"
after school special,a-1,2011,7,"hip hop, remix, nerdcore, nostalgia, 2010"
ascension,jesu,2011,5,"2011, post-rock, shoegaze, Post-Metal, metalgaze"
parallax,atlas sound,2011,6,"2011, best of 2011, alternative, 4ad, Masterpiece"
dye it blonde,smith westerns,2011,7,"2011, best of 2011, indie rock, indie, indie pop"
all things will unwind,my brightest diamond,2010,6,"2011, seen live, indie pop, albums I own, cool"
you are all i see,active child,2011,6,"2011, ambient, dream pop, indie electronic, best of 2011"
helplessness blues,fleet foxes,2011,8,"2011, folk, best of 2011, indie, indie folk"
abzu,absu,2011,2,"black metal, 2011, blackened thrash metal, thrash metal, metal"
self-titled,veronica falls,2011,8,"2011, indie pop, best of 2011, self-titled album, Searching"
heritage,opeth,2011,5,"Progressive rock, 2011, Progressive metal, grandpa rock, albums I own"
airbrushed,anamanaguchi,2010,9,"electronic, punk, albums I own, 8bit, 8-bit"
escape velocity,zombi,2011,8,"Progressive rock, prog, Psychedelic Rock, Progressive Electronic, electronic"
w,planningtorock,2011,2,"2011, electronic, experimental, alternative, Elephant Woman"
leave home,the men,2011,6,"2011, noise rock, Post punk, punk rock, check out"
in love with oblivion,crystal stilts,2011,8,"2011, indie, best of 2011, indie rock, albums I own"
burst apart,the antlers,2011,4,"2011, best of 2011, indie rock, indie, alternative"
self-titled,kvelertak,2011,8,"black metal, 2010, Black n Roll, hardcore punk, Stoner Rock"
transmission zero,ghoul,2011,8,"thrash metal, death metal, crossover, 2011, metal"
smother,wild beasts,2011,7,"2011, dream pop, electronica, indie rock, albums I own"
cole world: the sideline story,j. cole,2011,6,"2011, rap, Hip-Hop, j cole, hip hop"
white wilderness,john vanderslice,2011,6,my gang 11
enough thunder,james blake,2011,5,"2011, soul, albums I own, downtempo, cds I own"
valhalla dancehall,british sea power,2011,8,"2011, albums I own, Playlist, Rough Trade, best albums of 2011"
"angels of darkness, demons of light i",earth,2011,7,"post-rock, drone, americana, psychedelic, Doom"
white wilderness,john vanderslice,2011,6,my gang 11
enough thunder,james blake,2011,5,"2011, soul, albums I own, downtempo, cds I own"
"angels of darkness, demons of light i",earth,2011,7,"post-rock, drone, americana, psychedelic, Doom"
native speaker,braids,2011,7,"2011, best of 2011, indie, dream pop, female vocals"
the destroyers of all,ulcerate,2011,7,"Technical Death Metal, death metal, 2011, Avant-Garde Death Metal, Post-Metal"
93 million miles,africa hitech,2011,8,"2011, electronic, dubstep, techno, idm"
within and without,washed out,2011,6,"2011, chillwave, best of 2011, vinyl, electronic"
mind bokeh,bibio,2011,5,"2011, electronic, electronica, experimental, Lo-Fi"
dirge,wormrot,2011,8,"grindcore, 2011, deathgrind, crustgrind, Crust"
circuital,my morning jacket,2011,5,"2011, indie rock, alternative rock, 10s, indie"
i wish my brother rob was here,milo,2014,2,rap
relax,das racist,2011,6,"Hip-Hop, albums I own, 2011, best of 2011, best albums of 2011"
living with the ancients,blood ceremony,2011,7,"doom metal, Psychedelic Rock, 2011, heavy psych, hard rock"
w h o k i l l,tune-yards,2011,7,"2011, best of 2011, experimental, freak folk, 4ad"
elephants at the door,dumbo gets mad,2011,8,"funk, dream pop, Psychedelic Rock, 2011"
ritual union,little dragon,2011,8,"2011, trip-hop, best of 2011, electronic, electronica"
"take care, take care, take care",explosions in the sky,2011,5,"2011, post-rock, post rock, best of 2011, alternative"
apocalypse,bill callahan,2011,6,"2011, best of 2011, best albums of 2011, country, folk"
angels exodus,lil b,2011,3,2011
coin coin chapter one: gens de couleur libres,matana roberts,2011,8,"free jazz, spiritual jazz, jazz, spoken word, 2011"
limit to your love,james blake,2013,8,"singer-songwriter, dubstep, vinyl, bass music, covers and same song titles"
the money store,death grips,2012,1,"2012, experimental hip hop, industrial hip hop, experimental hip-hop, experimental"
"good kid, m.a.a.d. city",kendrick lamar,2012,9,"Hip-Hop, rap, conscious hip-hop, 2012"
an awesome wave,alt-j,2012,8,"2012, albums I own, indie, best of 2012, experimental"
advaitic songs,om,2012,5,"2012, psychedelic, spiritual, Psychedelic Rock, stoner"
floral green,title fight,2012,7,"post-hardcore, emo, melodic hardcore, 2012, punk"
floral shoppe,macintosh plus,2020,4,"vaporwave, 2011, electronic, ambient, plunderphonics"
oceania,the smashing pumpkins,2012,6,"2012, alternative rock, rock, alternative, pop"
the odds,the evens,2012,8,"2012, dischord"
koloss,meshuggah,2012,6,"Progressive metal, 2012, math metal, DJENT, Technical Metal"
strange clouds,b.o.b.,2012,4,availableonemusic
the 2nd law,muse,2012,3,"2012, alternative rock, albums I own, rock, alternative"
